strategy,a,n,profit,gas_used,detected,detection_risk,alpha,delta,gas_price,victim_balance,logfile,uuid
greedy,100,1,100,30000,False,1,1e+16,5e+17,1000.0,100000.0,greedy_a0d12ce3-451d-4994-96c4-cbaf6c03c527.json,a0d12ce3-451d-4994-96c4-cbaf6c03c527
greedy,100,1,100,30000,False,13,1.325e+17,3.775e+17,31.0,10000000.0,greedy_98aea1fa-dd3d-46b3-b24a-5ea922395982.json,98aea1fa-dd3d-46b3-b24a-5ea922395982
greedy,100,1,100,30000,False,1,0.3775,0.01,177.0,10000.0,greedy_34136b96-ec42-4032-b638-6eaca26b5f5c.json,34136b96-ec42-4032-b638-6eaca26b5f5c
optimized,100,1,200,30000,False,1,1e+16,3.775e+17,177.0,1000000.0,optimized_1991683c-1246-49b5-b258-17b6ab3a6972.json,1991683c-1246-49b5-b258-17b6ab3a6972
optimized,100,1,200,30000,False,1,1e+16,1.325e+17,177.0,10000000.0,optimized_d0f41439-9cc9-4b0c-90dc-133892ca6c52.json,d0f41439-9cc9-4b0c-90dc-133892ca6c52
greedy,100,1,100,30000,False,1,0.5,0.255,1000.0,100000.0,greedy_f692106c-8e74-4e71-a42f-7a66780ee290.json,f692106c-8e74-4e71-a42f-7a66780ee290
greedy,100,1,100,30000,False,1,,,,,greedy_e0337e4d-6bfb-4a78-a46c-1fc24912fa62.json,e0337e4d-6bfb-4a78-a46c-1fc24912fa62
greedy,100,1,100,30000,False,1,,,,,greedy_0c8ca46c-8fb6-421d-b749-692f71a46da8.json,0c8ca46c-8fb6-421d-b749-692f71a46da8
optimized,100,1,200,30000,False,1,0.1325,0.01,177.0,10000.0,optimized_a44413da-61e4-4869-978a-fc165477b7ed.json,a44413da-61e4-4869-978a-fc165477b7ed
greedy,100,1,100,30000,False,1,0.1325,0.3775,1.0,10000000.0,greedy_75b7b8f0-f70a-44c4-a5a5-99ceffcf9c44.json,75b7b8f0-f70a-44c4-a5a5-99ceffcf9c44
greedy,100,1,100,30000,False,1,,,,,greedy_9a2a3c1a-6b29-49f7-bc4b-2e3bd6c88ff5.json,9a2a3c1a-6b29-49f7-bc4b-2e3bd6c88ff5
optimized,100,1,200,30000,False,25,2.55e+17,5e+17,1000.0,10000000.0,optimized_7cdde4b3-7304-4613-a44f-c7d0c2143aba.json,7cdde4b3-7304-4613-a44f-c7d0c2143aba
uniform,20,5,80,150000,False,4,,,,,uniform_ba47eb90-a02e-4b2d-9eb1-003635615264.json,ba47eb90-a02e-4b2d-9eb1-003635615264
greedy,100,1,100,30000,False,13,1.325e+17,5e+17,1000.0,100000.0,greedy_ae8ef274-d177-4281-9153-07768d386c19.json,ae8ef274-d177-4281-9153-07768d386c19
optimized,100,1,200,30000,False,1,,,,,optimized_ee222b41-ff05-46c0-90c0-16603dbe71ca.json,ee222b41-ff05-46c0-90c0-16603dbe71ca
uniform,20,5,80,150000,False,96,5e+17,2.55e+17,1000.0,10000000.0,uniform_98fc8ef8-e41a-4eca-8948-c4e91f804863.json,98fc8ef8-e41a-4eca-8948-c4e91f804863
greedy,100,1,100,30000,False,1,0.3775,0.1325,177.0,1000000.0,greedy_0689bca3-6406-48a0-a4e6-95d409570164.json,0689bca3-6406-48a0-a4e6-95d409570164
greedy,100,1,0,30000,False,1,1e+16,3.775e+17,177.0,1000.0,greedy_5b5f8817-6ff0-4c07-bc51-9b8b8fe1af32.json,5b5f8817-6ff0-4c07-bc51-9b8b8fe1af32
uniform,20,5,80,150000,False,4,,,,,uniform_696a99a2-7904-4221-8e48-bbbc4cff098e.json,696a99a2-7904-4221-8e48-bbbc4cff098e
optimized,100,1,0,30000,False,50,5e+17,5e+17,5.0,10000000.0,optimized_46c2e1ab-944d-40d9-9218-783f07758408.json,46c2e1ab-944d-40d9-9218-783f07758408
uniform,20,5,80,150000,False,77,2.55e+17,5e+17,31.0,10000000.0,uniform_a7ac10e1-7847-4b65-8234-8d7c1870996d.json,a7ac10e1-7847-4b65-8234-8d7c1870996d
greedy,100,1,100,30000,False,1,,,,,greedy_dc406bfd-bb93-4ca7-adba-34156ca2af1d.json,dc406bfd-bb93-4ca7-adba-34156ca2af1d
greedy,100,1,100,30000,False,1,,,,,greedy_10fb59d2-a3d6-4d7f-8cf5-df397b71cb7a.json,10fb59d2-a3d6-4d7f-8cf5-df397b71cb7a
greedy,100,1,100,30000,False,1,,,,,greedy_812bb6ce-4dd9-43ae-b8b1-d5c3ce0016e4.json,812bb6ce-4dd9-43ae-b8b1-d5c3ce0016e4
optimized,100,1,200,30000,False,37,3.775e+17,3.775e+17,177.0,10000000.0,optimized_7524d318-8e9c-4431-be3a-356d17219ca8.json,7524d318-8e9c-4431-be3a-356d17219ca8
optimized,100,1,200,30000,False,1,0.5,0.5,31.0,1000.0,optimized_c94d019e-5fc9-4a5b-b413-2bc61ff40569.json,c94d019e-5fc9-4a5b-b413-2bc61ff40569
optimized,100,1,200,30000,False,1,,,,,optimized_0cc5bc80-c19b-4836-8e40-098b646c15e3.json,0cc5bc80-c19b-4836-8e40-098b646c15e3
greedy,100,1,100,30000,False,1,,,,,greedy_42163107-6869-4b87-96ee-a021c392259c.json,42163107-6869-4b87-96ee-a021c392259c
uniform,20,5,80,150000,False,4,0.01,0.5,1.0,10000.0,uniform_bc776f8f-d658-45f0-b74b-edf20619db3a.json,bc776f8f-d658-45f0-b74b-edf20619db3a
optimized,100,1,200,30000,False,1,,,,,optimized_c5b31f1a-b5df-4819-9a32-a1fbd7f5e8e8.json,c5b31f1a-b5df-4819-9a32-a1fbd7f5e8e8
optimized,100,1,200,30000,False,37,3.775e+17,1.325e+17,1000.0,10000000.0,optimized_5e7d7428-2115-4347-aa6a-24af024372db.json,5e7d7428-2115-4347-aa6a-24af024372db
uniform,20,5,80,150000,False,4,0.5,0.5,5.0,1000.0,uniform_79859a35-37e0-4493-b7da-798936b63532.json,79859a35-37e0-4493-b7da-798936b63532
uniform,20,5,80,150000,False,4,,,,,uniform_1bf19234-5f38-4cbb-8c34-4b121e70ba55.json,1bf19234-5f38-4cbb-8c34-4b121e70ba55
uniform,20,5,0,150000,False,90,3.775e+17,1e+16,1000.0,1000000.0,uniform_ac74a0c4-4f56-4539-bcf7-618e6e62ec48.json,ac74a0c4-4f56-4539-bcf7-618e6e62ec48
greedy,100,1,100,30000,False,13,1.325e+17,1e+16,5.0,10000000.0,greedy_6f4a6399-0fb9-499e-999e-554403b57099.json,6f4a6399-0fb9-499e-999e-554403b57099
optimized,100,1,200,30000,False,1,,,,,optimized_2acff0ce-4672-4afb-8806-bee62066300f.json,2acff0ce-4672-4afb-8806-bee62066300f
greedy,100,1,100,30000,False,1,,,,,greedy_b112982c-cedf-4d62-9a71-a9e3d14c6ba7.json,b112982c-cedf-4d62-9a71-a9e3d14c6ba7
uniform,20,5,80,150000,False,4,,,,,uniform_d26610c4-034e-480a-bf41-e1c2d096f3ab.json,d26610c4-034e-480a-bf41-e1c2d096f3ab
uniform,20,5,0,150000,False,4,1e+16,5e+17,1000.0,100000.0,uniform_7353f8aa-cd56-4f92-bd9a-bdeec739b719.json,7353f8aa-cd56-4f92-bd9a-bdeec739b719
greedy,100,1,100,30000,False,1,,,,,greedy_f1b8815e-3ab4-40f9-a434-a2bb6e29164a.json,f1b8815e-3ab4-40f9-a434-a2bb6e29164a
uniform,20,5,80,150000,False,4,,,,,uniform_680fbabe-4529-46e2-8b59-03a6dce3c0d0.json,680fbabe-4529-46e2-8b59-03a6dce3c0d0
uniform,20,5,0,150000,False,90,3.775e+17,5e+17,1000.0,10000.0,uniform_0e1b752d-f078-4154-b1e5-74a26fddaa66.json,0e1b752d-f078-4154-b1e5-74a26fddaa66
uniform,20,5,80,150000,False,4,0.1325,0.5,177.0,10000000.0,uniform_843cc60f-a20b-4265-8d10-6e4051f0427d.json,843cc60f-a20b-4265-8d10-6e4051f0427d
optimized,100,1,200,30000,False,1,,,,,optimized_e3a04983-44aa-446c-a597-5eccd64738c0.json,e3a04983-44aa-446c-a597-5eccd64738c0
greedy,100,1,100,30000,False,1,,,,,greedy_5c1c2707-5231-40d6-b812-fe631fbedce4.json,5c1c2707-5231-40d6-b812-fe631fbedce4
uniform,20,5,80,150000,False,4,,,,,uniform_e62cb76b-0076-43a8-8a74-e5737cf9101d.json,e62cb76b-0076-43a8-8a74-e5737cf9101d
optimized,100,1,200,30000,False,1,,,,,optimized_c1021119-2cbe-4072-af31-5c0dad31017a.json,c1021119-2cbe-4072-af31-5c0dad31017a
greedy,100,1,100,30000,False,1,,,,,greedy_35671e50-070c-4d5c-a79f-94d4c2e244f4.json,35671e50-070c-4d5c-a79f-94d4c2e244f4
uniform,20,5,80,150000,False,4,,,,,uniform_4da568b5-9193-4e4d-8528-588b2289186e.json,4da568b5-9193-4e4d-8528-588b2289186e
greedy,100,1,100,30000,False,1,0.5,0.255,177.0,100000.0,greedy_d11d4952-c9f9-4c43-a713-616002354fc5.json,d11d4952-c9f9-4c43-a713-616002354fc5
greedy,100,1,100,30000,False,50,5e+17,2.55e+17,1.0,100000.0,greedy_250b4ea1-b99f-4291-9d4d-938463958af8.json,250b4ea1-b99f-4291-9d4d-938463958af8
uniform,20,5,80,150000,False,90,3.775e+17,3.775e+17,177.0,1000.0,uniform_0b10f7be-89b1-4c31-9f83-8e321b3711c1.json,0b10f7be-89b1-4c31-9f83-8e321b3711c1
uniform,20,5,80,150000,False,4,,,,,uniform_1c1ec286-4157-4c58-a76a-9a97aa91243d.json,1c1ec286-4157-4c58-a76a-9a97aa91243d
optimized,100,1,200,30000,False,1,1e+16,5e+17,31.0,100000.0,optimized_ea9e6253-139f-41b1-b6fb-24464b16291b.json,ea9e6253-139f-41b1-b6fb-24464b16291b
greedy,100,1,100,30000,False,1,,,,,greedy_d14afc30-428b-4738-8e01-49f9f26e59fe.json,d14afc30-428b-4738-8e01-49f9f26e59fe
uniform,20,5,0,150000,False,50,1.325e+17,3.775e+17,5.0,1000.0,uniform_3acebfae-5b23-46fa-ac7e-d02f49c66b01.json,3acebfae-5b23-46fa-ac7e-d02f49c66b01
optimized,100,1,200,30000,False,1,,,,,optimized_c5dc9eb2-cae1-437e-8d54-52f397de7808.json,c5dc9eb2-cae1-437e-8d54-52f397de7808
greedy,100,1,100,30000,False,13,1.325e+17,1.325e+17,1000.0,1000.0,greedy_a6b22cb6-4d0f-426a-adb2-4a491198ab1d.json,a6b22cb6-4d0f-426a-adb2-4a491198ab1d
optimized,100,1,0,30000,False,13,1.325e+17,5e+17,1.0,10000.0,optimized_cc25f841-a9b7-4510-aa8f-463238be90a1.json,cc25f841-a9b7-4510-aa8f-463238be90a1
uniform,20,5,80,150000,False,4,0.5,0.5,1.0,1000.0,uniform_b211e241-de0c-4662-8a2d-3e1f9b1653cd.json,b211e241-de0c-4662-8a2d-3e1f9b1653cd
optimized,100,1,200,30000,False,1,0.01,0.1325,1.0,10000000.0,optimized_35f74b6b-35f4-42bf-9780-f94f117f7a1b.json,35f74b6b-35f4-42bf-9780-f94f117f7a1b
uniform,20,5,80,150000,False,50,1.325e+17,2.55e+17,1.0,1000.0,uniform_de1ad488-fc01-41cd-89fa-b55ea7bf203a.json,de1ad488-fc01-41cd-89fa-b55ea7bf203a
uniform,20,5,80,150000,False,90,3.775e+17,3.775e+17,1.0,1000.0,uniform_84619c12-f25d-4dc2-b117-a1e8132639ec.json,84619c12-f25d-4dc2-b117-a1e8132639ec
uniform,20,5,80,150000,False,4,,,,,uniform_558ac6d4-75b8-4448-a806-06f0f908e392.json,558ac6d4-75b8-4448-a806-06f0f908e392
greedy,100,1,100,30000,False,1,1e+16,3.775e+17,31.0,100000.0,greedy_c3931eeb-63eb-4c62-8e66-c3bea3a09fb6.json,c3931eeb-63eb-4c62-8e66-c3bea3a09fb6
optimized,100,1,0,30000,False,37,3.775e+17,3.775e+17,31.0,1000.0,optimized_d4465aa1-f846-42af-9004-709df2b7b11a.json,d4465aa1-f846-42af-9004-709df2b7b11a
greedy,100,1,100,30000,False,13,1.325e+17,5e+17,177.0,10000000.0,greedy_934bee6a-85e3-4a31-8f97-fe15fd0372de.json,934bee6a-85e3-4a31-8f97-fe15fd0372de
greedy,100,1,100,30000,False,13,1.325e+17,1e+16,31.0,100000.0,greedy_f4e41306-2b4a-4dc9-b49b-bffd8dc4744b.json,f4e41306-2b4a-4dc9-b49b-bffd8dc4744b
uniform,20,5,80,150000,False,4,,,,,uniform_5d8e95a2-2c0f-4bb3-89b7-aa9af4c0b479.json,5d8e95a2-2c0f-4bb3-89b7-aa9af4c0b479
optimized,100,1,200,30000,False,13,1.325e+17,1.325e+17,5.0,100000.0,optimized_1960afc1-1e41-43d0-9399-77de9b4f5a57.json,1960afc1-1e41-43d0-9399-77de9b4f5a57
uniform,20,5,80,150000,False,4,0.1325,0.255,1.0,10000000.0,uniform_475b2cc5-f9c2-41f5-a94c-7a6d480622f9.json,475b2cc5-f9c2-41f5-a94c-7a6d480622f9
optimized,100,1,200,30000,False,13,1.325e+17,3.775e+17,5.0,100000.0,optimized_f830de39-70c8-43cb-aa94-3e0a99491441.json,f830de39-70c8-43cb-aa94-3e0a99491441
optimized,100,1,200,30000,False,1,,,,,optimized_ffe5893a-634e-4426-a537-6dc343f6ae29.json,ffe5893a-634e-4426-a537-6dc343f6ae29
optimized,100,1,0,30000,False,1,1e+16,1e+16,5.0,1000.0,optimized_e91b48cf-41a4-488b-9e2a-2277db002a10.json,e91b48cf-41a4-488b-9e2a-2277db002a10
greedy,100,1,0,30000,False,1,1e+16,5e+17,177.0,100000.0,greedy_f997efd7-ec3b-4c8b-b826-433fa69b85e0.json,f997efd7-ec3b-4c8b-b826-433fa69b85e0
greedy,100,1,100,30000,False,1,0.255,0.255,5.0,10000000.0,greedy_9144e1e4-b87a-4f6b-b2fb-5b93fee9c233.json,9144e1e4-b87a-4f6b-b2fb-5b93fee9c233
optimized,100,1,200,30000,False,1,,,,,optimized_c5d89077-cdd5-4c93-9438-85abeb096256.json,c5d89077-cdd5-4c93-9438-85abeb096256
optimized,100,1,200,30000,False,37,3.775e+17,1e+16,1.0,1000000.0,optimized_a868cd30-9b3c-4a0c-ae22-6acffe5a37a4.json,a868cd30-9b3c-4a0c-ae22-6acffe5a37a4
greedy,100,1,100,30000,False,50,5e+17,5e+17,1.0,1000000.0,greedy_3c6d0aea-f5c3-4464-83e8-54b563938cb3.json,3c6d0aea-f5c3-4464-83e8-54b563938cb3
greedy,100,1,100,30000,False,25,2.55e+17,1.325e+17,1000.0,1000.0,greedy_b35be5cb-a3c1-4a71-8fb8-fd4ddb4ff4fe.json,b35be5cb-a3c1-4a71-8fb8-fd4ddb4ff4fe
uniform,20,5,80,150000,False,90,3.775e+17,1e+16,1000.0,10000000.0,uniform_d7ecb923-c029-4f25-ba18-52ca7455cc05.json,d7ecb923-c029-4f25-ba18-52ca7455cc05
uniform,20,5,80,150000,False,4,,,,,uniform_29ea2c33-b848-47fc-b0b5-e6fe647b1d91.json,29ea2c33-b848-47fc-b0b5-e6fe647b1d91
greedy,100,1,100,30000,False,1,,,,,greedy_a96aa88d-e9fc-4698-a103-ecf01c8329f4.json,a96aa88d-e9fc-4698-a103-ecf01c8329f4
uniform,20,5,80,150000,False,4,1e+16,2.55e+17,1.0,100000.0,uniform_aeeae9d2-4e00-494b-8b5e-48694ca420f7.json,aeeae9d2-4e00-494b-8b5e-48694ca420f7
greedy,100,1,100,30000,False,1,,,,,greedy_15fc1af6-dba5-45c2-80bd-e2124c8688f7.json,15fc1af6-dba5-45c2-80bd-e2124c8688f7
optimized,100,1,200,30000,False,1,,,,,optimized_646bed54-a5bb-48f6-a8e9-d5824cda0533.json,646bed54-a5bb-48f6-a8e9-d5824cda0533
optimized,100,1,200,30000,False,1,,,,,optimized_4e09fedf-5841-4973-92ab-25ca39c288c2.json,4e09fedf-5841-4973-92ab-25ca39c288c2
uniform,20,5,80,150000,False,4,0.01,0.255,1000.0,100000.0,uniform_8b3fcc07-cf07-47cf-9c49-4e84a90318d3.json,8b3fcc07-cf07-47cf-9c49-4e84a90318d3
optimized,100,1,200,30000,False,1,,,,,optimized_c6e1f96d-516e-4eda-88fd-1246f956515a.json,c6e1f96d-516e-4eda-88fd-1246f956515a
greedy,100,1,100,30000,False,1,,,,,greedy_949037ac-0e5c-4c1d-8cd9-242061a4c980.json,949037ac-0e5c-4c1d-8cd9-242061a4c980
greedy,100,1,100,30000,False,1,,,,,greedy_b47afded-8b0b-4918-b23f-3729ea0a1462.json,b47afded-8b0b-4918-b23f-3729ea0a1462
uniform,20,5,80,150000,False,4,,,,,uniform_3ec0b9b5-447e-4354-bb66-7954865387f5.json,3ec0b9b5-447e-4354-bb66-7954865387f5
greedy,100,1,100,30000,False,1,,,,,greedy_bcdeae8d-9fb8-44af-b560-7496900014c5.json,bcdeae8d-9fb8-44af-b560-7496900014c5
optimized,100,1,200,30000,False,1,,,,,optimized_b73d4338-d49f-425e-85de-cfbeab165222.json,b73d4338-d49f-425e-85de-cfbeab165222
optimized,100,1,200,30000,False,1,1e+16,2.55e+17,5.0,10000000.0,optimized_66d81433-429b-40f7-940e-064dfe16557b.json,66d81433-429b-40f7-940e-064dfe16557b
uniform,20,5,80,150000,False,4,0.255,0.3775,1000.0,1000000.0,uniform_b10a4383-9765-4957-b28f-5178a04dac33.json,b10a4383-9765-4957-b28f-5178a04dac33
uniform,20,5,0,150000,False,50,1.325e+17,1.325e+17,5.0,1000.0,uniform_c13649c6-1f40-4a57-bbe9-c0758cffe8b9.json,c13649c6-1f40-4a57-bbe9-c0758cffe8b9
uniform,20,5,80,150000,False,90,3.775e+17,3.775e+17,5.0,10000000.0,uniform_bc635e92-fae3-45c4-b322-658d88304872.json,bc635e92-fae3-45c4-b322-658d88304872
uniform,20,5,80,150000,False,96,5e+17,3.775e+17,5.0,1000.0,uniform_622e7648-3f6b-4942-93c3-285fc5fccf89.json,622e7648-3f6b-4942-93c3-285fc5fccf89
uniform,20,5,0,150000,False,96,5e+17,1e+16,5.0,10000000.0,uniform_222fac74-8196-4960-a1c8-fcd7cc3e39bd.json,222fac74-8196-4960-a1c8-fcd7cc3e39bd
optimized,100,1,200,30000,False,1,,,,,optimized_68b2e55e-4d1a-49d4-83ee-354dacc03e7d.json,68b2e55e-4d1a-49d4-83ee-354dacc03e7d
optimized,100,1,200,30000,False,50,5e+17,5e+17,177.0,100000.0,optimized_3d41ee56-398e-43fe-9942-09e6b7b3f728.json,3d41ee56-398e-43fe-9942-09e6b7b3f728
uniform,20,5,80,150000,False,4,0.255,0.255,177.0,1000.0,uniform_ea97a86c-bdd3-470b-bdc7-9af6cb7c6d14.json,ea97a86c-bdd3-470b-bdc7-9af6cb7c6d14
uniform,20,5,80,150000,False,90,3.775e+17,2.55e+17,5.0,10000000.0,uniform_2510f248-5b01-49ae-b62d-ef383816e8f6.json,2510f248-5b01-49ae-b62d-ef383816e8f6
uniform,20,5,80,150000,False,4,,,,,uniform_f5aa3a1a-8449-41b4-9af2-fa1b753527c6.json,f5aa3a1a-8449-41b4-9af2-fa1b753527c6
optimized,100,1,200,30000,False,1,0.5,0.3775,177.0,100000.0,optimized_f5171b23-5319-43b7-80f0-e889f2ee2435.json,f5171b23-5319-43b7-80f0-e889f2ee2435
uniform,20,5,80,150000,False,4,0.01,0.5,1000.0,10000.0,uniform_58ff70b4-f5fd-4e73-9dcc-2f89ad26babe.json,58ff70b4-f5fd-4e73-9dcc-2f89ad26babe
uniform,20,5,80,150000,False,4,,,,,uniform_6b53a78a-8edc-4411-8ce5-d88ab5c2f73e.json,6b53a78a-8edc-4411-8ce5-d88ab5c2f73e
optimized,100,1,200,30000,False,1,,,,,optimized_cc9e97a5-d1d6-42bd-bf5e-30d9414c9072.json,cc9e97a5-d1d6-42bd-bf5e-30d9414c9072
uniform,20,5,80,150000,False,4,,,,,uniform_b701043c-5c0e-47a4-ade4-448c14bc44fc.json,b701043c-5c0e-47a4-ade4-448c14bc44fc
greedy,100,1,100,30000,False,1,0.01,0.3775,1000.0,100000.0,greedy_5a174927-7ff9-4672-b0ff-ed831ed7fc4a.json,5a174927-7ff9-4672-b0ff-ed831ed7fc4a
greedy,100,1,100,30000,False,1,,,,,greedy_e68221e9-672f-41f6-beab-596220aa0a27.json,e68221e9-672f-41f6-beab-596220aa0a27
greedy,100,1,0,30000,False,25,2.55e+17,5e+17,1000.0,10000.0,greedy_c632bf05-e890-4532-9502-fb30cca8d024.json,c632bf05-e890-4532-9502-fb30cca8d024
greedy,100,1,100,30000,False,1,,,,,greedy_23e36e69-751a-439a-9020-5e1806986058.json,23e36e69-751a-439a-9020-5e1806986058
optimized,100,1,200,30000,False,1,,,,,optimized_a76da5a0-bd35-44bf-81f5-af0fabb29148.json,a76da5a0-bd35-44bf-81f5-af0fabb29148
greedy,100,1,100,30000,False,1,0.1325,0.1325,5.0,1000000.0,greedy_76b504df-04fc-49dc-8693-cf68e8df9422.json,76b504df-04fc-49dc-8693-cf68e8df9422
uniform,20,5,80,150000,False,77,2.55e+17,5e+17,1000.0,10000000.0,uniform_7cdde4b3-7304-4613-a44f-c7d0c2143aba.json,7cdde4b3-7304-4613-a44f-c7d0c2143aba
optimized,100,1,200,30000,False,1,1e+16,5e+17,1.0,1000.0,optimized_d14e66cf-3492-4fbe-b34e-71a7a947b00c.json,d14e66cf-3492-4fbe-b34e-71a7a947b00c
optimized,100,1,200,30000,False,1,,,,,optimized_c8fe3635-f709-40fd-b4f6-5e44794d365b.json,c8fe3635-f709-40fd-b4f6-5e44794d365b
uniform,20,5,80,150000,False,77,2.55e+17,1e+16,1000.0,1000.0,uniform_26efa57b-5984-478b-8566-fd1412bc2f7d.json,26efa57b-5984-478b-8566-fd1412bc2f7d
greedy,100,1,100,30000,False,1,,,,,greedy_d5b7b52c-8a9f-402a-9877-30dea0f65871.json,d5b7b52c-8a9f-402a-9877-30dea0f65871
greedy,100,1,100,30000,False,1,,,,,greedy_cd93a785-5cc0-4e76-9ab6-0689a7c667b1.json,cd93a785-5cc0-4e76-9ab6-0689a7c667b1
uniform,20,5,80,150000,False,4,0.5,0.1325,1.0,100000.0,uniform_89d6606b-26e7-49e2-9bd8-f903e50a7561.json,89d6606b-26e7-49e2-9bd8-f903e50a7561
greedy,100,1,100,30000,False,25,2.55e+17,1e+16,31.0,1000.0,greedy_36ff17ca-aba9-46e5-8255-da9abe6471d1.json,36ff17ca-aba9-46e5-8255-da9abe6471d1
optimized,100,1,0,30000,False,37,3.775e+17,1e+16,31.0,1000000.0,optimized_b67708e5-056a-401f-947b-743fac50baf8.json,b67708e5-056a-401f-947b-743fac50baf8
uniform,20,5,0,150000,False,4,1e+16,2.55e+17,1.0,100000.0,uniform_acede63e-62a5-46f6-93c7-0a542df66007.json,acede63e-62a5-46f6-93c7-0a542df66007
uniform,20,5,80,150000,False,4,,,,,uniform_4f5c7fbb-5438-47fc-ad12-f5748f305179.json,4f5c7fbb-5438-47fc-ad12-f5748f305179
optimized,100,1,0,30000,False,25,2.55e+17,1.325e+17,31.0,1000000.0,optimized_c3f2f937-6ac3-496b-a281-9be80e734b97.json,c3f2f937-6ac3-496b-a281-9be80e734b97
uniform,20,5,80,150000,False,4,,,,,uniform_d3b4d58c-5ba3-41d8-8dac-9617bbf47cfc.json,d3b4d58c-5ba3-41d8-8dac-9617bbf47cfc
optimized,100,1,200,30000,False,50,5e+17,1e+16,177.0,10000000.0,optimized_66666ec6-fa26-4ac5-a33e-09cdd1606ad3.json,66666ec6-fa26-4ac5-a33e-09cdd1606ad3
optimized,100,1,0,30000,False,13,1.325e+17,3.775e+17,1000.0,100000.0,optimized_f02a838d-749a-4289-97cb-5a8e62bd9194.json,f02a838d-749a-4289-97cb-5a8e62bd9194
optimized,100,1,200,30000,False,1,,,,,optimized_338ddae0-2c0d-4d3e-bd0b-c115a8229cd7.json,338ddae0-2c0d-4d3e-bd0b-c115a8229cd7
uniform,20,5,0,150000,False,50,1.325e+17,1.325e+17,31.0,1000.0,uniform_4de0c978-2169-48c5-a159-65b626d266a0.json,4de0c978-2169-48c5-a159-65b626d266a0
uniform,20,5,80,150000,False,4,,,,,uniform_c211800e-e7d9-4f0b-be3c-f80bcb6f9763.json,c211800e-e7d9-4f0b-be3c-f80bcb6f9763
uniform,20,5,80,150000,False,4,0.5,0.3775,5.0,1000000.0,uniform_4126765c-6159-4983-969b-5e6ffd9b3f20.json,4126765c-6159-4983-969b-5e6ffd9b3f20
greedy,100,1,100,30000,False,1,0.01,0.5,177.0,10000.0,greedy_e37a3ccb-4dbd-4f86-9130-84a0842b85a2.json,e37a3ccb-4dbd-4f86-9130-84a0842b85a2
optimized,100,1,200,30000,False,1,0.5,0.01,31.0,100000.0,optimized_2c27332e-f515-442b-80d8-e94ad8467b5a.json,2c27332e-f515-442b-80d8-e94ad8467b5a
uniform,20,5,0,150000,False,50,1.325e+17,1e+16,31.0,10000000.0,uniform_4824a8d4-3517-4785-8490-6bee88ee5778.json,4824a8d4-3517-4785-8490-6bee88ee5778
uniform,20,5,80,150000,False,4,,,,,uniform_e27cbcf1-9aa8-4864-b11b-09d196a15cf8.json,e27cbcf1-9aa8-4864-b11b-09d196a15cf8
greedy,100,1,100,30000,False,50,5e+17,3.775e+17,1.0,1000.0,greedy_235b70db-1521-4062-8913-8b24f86e9e9e.json,235b70db-1521-4062-8913-8b24f86e9e9e
uniform,20,5,80,150000,False,96,5e+17,3.775e+17,31.0,10000000.0,uniform_bd4f517f-e426-4096-b036-8d9400f01164.json,bd4f517f-e426-4096-b036-8d9400f01164
optimized,100,1,0,30000,False,13,1.325e+17,2.55e+17,177.0,10000000.0,optimized_dd68ba4c-2c0c-432e-bc59-6067fca21c4d.json,dd68ba4c-2c0c-432e-bc59-6067fca21c4d
greedy,100,1,100,30000,False,1,,,,,greedy_00c992f5-ab71-4a72-8ade-37d6cbb6977d.json,00c992f5-ab71-4a72-8ade-37d6cbb6977d
greedy,100,1,100,30000,False,1,0.5,0.5,1.0,10000.0,greedy_aec447dc-7783-4c4f-8bc4-1efb740f4407.json,aec447dc-7783-4c4f-8bc4-1efb740f4407
optimized,100,1,200,30000,False,1,,,,,optimized_7c6c28fd-1b5a-4391-ae5c-02d14a8d56bd.json,7c6c28fd-1b5a-4391-ae5c-02d14a8d56bd
uniform,20,5,80,150000,False,4,,,,,uniform_d7e9e9f6-5b14-4e84-9731-a0b376807d08.json,d7e9e9f6-5b14-4e84-9731-a0b376807d08
optimized,100,1,200,30000,False,1,,,,,optimized_2c0994ec-1f4a-4780-be99-3dec959bac97.json,2c0994ec-1f4a-4780-be99-3dec959bac97
greedy,100,1,0,30000,False,25,2.55e+17,2.55e+17,5.0,100000.0,greedy_10077131-1cbc-4350-9353-7f4440179d3b.json,10077131-1cbc-4350-9353-7f4440179d3b
optimized,100,1,200,30000,False,1,,,,,optimized_eda8d4fd-cc89-4681-b729-e0760404b61c.json,eda8d4fd-cc89-4681-b729-e0760404b61c
greedy,100,1,100,30000,False,1,0.5,0.1325,1.0,1000000.0,greedy_48308c1c-1c00-4b1f-a6cc-f724b182e00f.json,48308c1c-1c00-4b1f-a6cc-f724b182e00f
greedy,100,1,100,30000,False,1,,,,,greedy_7bf5d408-86d3-4bd5-8256-a221a72b6cfd.json,7bf5d408-86d3-4bd5-8256-a221a72b6cfd
greedy,100,1,100,30000,False,50,5e+17,3.775e+17,1000.0,100000.0,greedy_70cd3b77-3a6e-4a83-ab20-35dc55f82c30.json,70cd3b77-3a6e-4a83-ab20-35dc55f82c30
uniform,20,5,80,150000,False,77,2.55e+17,1e+16,5.0,1000.0,uniform_c4e83428-99d5-4bb2-a685-84b7cd17eb85.json,c4e83428-99d5-4bb2-a685-84b7cd17eb85
